Date,Close,Open,High,Low,Change,Volume,MA3,MA8,MA20,MA3_8,MA3_20,MA8_20,Short,Long,Category,Recommendation,Action
2016-05-18,174.0,176.0,176.0,173.0,1.14,35930,,,,,,,False,False,Up Red,,
2016-05-19,172.0,173.0,173.0,172.0,0.58,49200,,,,,,,False,False,Full Red,,
2016-05-20,172.0,172.0,172.0,171.0,0.0,30090,172.66666666666666,,,,,,False,False,Up Doji,,
2016-05-23,173.0,172.0,173.0,170.0,0.58,53880,172.33333333333334,,,,,,False,False,Green,,
2016-05-24,175.0,174.0,177.0,174.0,0.57,138610,173.33333333333334,,,,,,False,False,Down Green,,
2016-05-25,177.0,176.0,177.0,175.0,0.57,92490,175.0,,,,,,False,False,Green,,
2016-05-26,175.0,177.0,177.0,174.0,1.13,35460,175.66666666666666,,,,,,False,False,Up Red,,
2016-05-27,175.0,174.0,176.0,174.0,0.57,63800,175.66666666666666,174.125,,-1.5416666666666572,,,False,False,Down Green,,
2016-05-30,173.0,174.0,174.0,173.0,0.57,68900,174.33333333333334,174.0,,-0.3333333333333428,,,False,False,Full Red,,
2016-05-31,176.0,175.0,176.0,172.0,0.57,61090,174.66666666666666,174.5,,-0.1666666666666572,,,False,False,Green,,
2016-06-01,178.0,176.0,178.0,174.0,1.14,101050,175.66666666666666,175.25,,-0.4166666666666572,,,False,False,Green,,
2016-06-02,177.0,178.0,178.0,176.0,0.56,62060,177.0,175.75,,-1.25,,,False,False,Up Red,,
2016-06-03,179.0,177.0,179.0,176.0,1.13,60780,178.0,176.25,,-1.75,,,False,False,Green,,
2016-06-06,178.0,179.0,180.0,177.0,0.56,93890,178.0,176.375,,-1.625,,,False,False,Red,,
2016-06-07,180.0,178.0,180.0,178.0,1.12,36670,179.0,177.0,,-2.0,,,False,False,Green,,
2016-06-08,189.0,178.0,189.0,177.0,6.18,219610,182.33333333333334,178.75,,-3.583333333333343,,,False,False,Full Green,,
2016-06-09,186.0,189.0,189.0,186.0,1.59,57360,185.0,180.375,,-4.625,,,False,False,Full Red,,
2016-06-10,187.0,187.0,188.0,186.0,0.0,38010,187.33333333333334,181.75,,-5.583333333333343,,,False,False,Balanced Doji,,
2016-06-13,182.0,185.0,186.0,181.0,1.62,109540,185.0,182.25,,-2.75,,,False,False,Red,,
2016-06-14,184.0,182.0,184.0,181.0,1.1,54330,184.33333333333334,183.125,178.1,-1.2083333333333428,-6.2333333333333485,-5.025000000000006,False,False,Green,,
2016-06-15,192.0,184.0,193.0,183.0,4.35,125270,186.0,184.75,179.0,-1.25,-7.0,-5.75,False,False,Green,,
2016-06-16,196.0,195.0,200.0,195.0,0.51,167410,190.66666666666666,187.0,180.2,-3.666666666666657,-10.466666666666669,-6.800000000000011,False,False,Down Green,,
2016-06-17,195.0,196.0,196.0,193.0,0.51,64950,194.33333333333334,188.875,181.35,-5.458333333333343,-12.983333333333348,-7.525000000000006,False,False,Up Red,,
2016-06-20,200.0,197.0,200.0,197.0,1.52,81910,197.0,190.25,182.7,-6.75,-14.300000000000011,-7.550000000000011,False,False,Green,,
2016-06-21,197.0,201.0,203.0,197.0,1.99,131790,197.33333333333334,191.625,183.8,-5.708333333333343,-13.533333333333331,-7.824999999999989,False,False,Down Red,,
2016-06-22,198.0,197.0,199.0,197.0,0.51,37750,198.33333333333334,193.0,184.85,-5.333333333333343,-13.483333333333348,-8.150000000000006,False,False,Down Green,,
2016-06-23,200.0,198.0,200.0,197.0,1.01,62580,198.33333333333334,195.25,186.1,-3.083333333333343,-12.233333333333348,-9.150000000000006,False,False,Green,,
2016-06-24,195.0,199.0,199.0,186.0,2.01,239210,197.66666666666666,196.625,187.1,-1.0416666666666572,-10.566666666666663,-9.525000000000006,False,False,Up Red,,
2016-06-27,189.0,193.0,193.0,187.0,2.07,188600,194.66666666666666,196.25,187.9,1.5833333333333428,-6.7666666666666515,-8.349999999999994,False,False,Up Red,,
