Date,Action,Blue,Category,Change,Close,High,Long,Low,MA20,MA3,MA3_20,MA3_8,MA8,MA8_20,Open,Recommendation,Red,Short,Volume,Yellow
2017-04-21,,,Up Red,5.6,48.9,51.8,False,46.0,,,,,,,51.8,,,False,4820970,
2017-04-24,,,Red,1.02,48.4,49.5,False,48.0,,,,,,,48.9,,,False,1757390,
2017-04-25,,,Full Red,6.13,45.15,48.4,False,45.05,,47.48333333333333,,,,,48.1,,49.599999999999994,False,2533550,47.48333333333333
2017-04-26,,,Down Green,2.32,44.1,44.5,False,43.1,,45.883333333333326,,,,,43.1,,46.69999999999999,False,1743790,45.883333333333326
2017-04-27,,,Full Green,4.08,45.9,45.9,False,44.1,,45.04999999999999,,,,,44.1,,45.09999999999999,False,825430,45.04999999999999
2017-04-28,,,Down Green,1.19,46.65,47.0,False,46.1,,45.54999999999999,,,,,46.1,,44.433333333333316,False,781910,45.54999999999999
2017-05-03,,,Green,0.21,46.75,46.8,False,46.0,,46.43333333333333,,,,,46.65,,45.61666666666665,False,521490,46.43333333333333
2017-05-04,,46.668749999999996,Green,1.6,47.5,47.5,False,46.7,,46.96666666666666,,-0.2979166666666657,46.668749999999996,,46.75,,46.49999999999999,False,2947740,46.96666666666666
2017-05-05,,46.44375,Doji,0.0,47.1,47.5,False,47.0,,47.11666666666665,,-0.6729166666666515,46.44375,,47.1,,46.83333333333332,False,1274310,47.11666666666665
2017-05-08,,46.331250000000004,Green,1.06,47.5,47.5,False,46.6,,47.36666666666665,,-1.0354166666666487,46.331250000000004,,47.0,,46.94999999999999,False,1414880,47.36666666666665
2017-05-09,,46.550000000000004,Full Red,1.26,46.9,47.5,False,46.9,,47.16666666666666,,-0.6166666666666529,46.550000000000004,,47.5,,47.19999999999999,False,864620,47.16666666666666
2017-05-10,,46.925000000000004,Down Green,0.43,47.1,47.4,False,46.9,,47.16666666666666,,-0.24166666666665293,46.925000000000004,,46.9,,47.133333333333326,False,2706150,47.16666666666666
2017-05-11,,47.26250000000001,Down Green,3.18,48.6,49.7,False,47.1,,47.533333333333324,,-0.2708333333333144,47.26250000000001,,47.1,,47.16666666666666,False,3351200,47.533333333333324
2017-05-12,,47.506250000000016,Doji,0.0,48.6,48.9,False,48.4,,48.09999999999999,,-0.5937499999999716,47.506250000000016,,48.6,,47.533333333333324,False,1272460,48.09999999999999
2017-05-15,,47.750000000000014,Green,0.93,48.7,49.2,False,48.0,,48.63333333333332,,-0.8833333333333044,47.750000000000014,,48.25,,47.98333333333332,False,2429190,48.63333333333332
2017-05-16,,48.20000000000002,Green,4.07,51.1,52.0,False,48.7,,49.46666666666665,,-1.2666666666666302,48.20000000000002,,49.1,,48.649999999999984,False,3627190,49.46666666666665
2017-05-17,,48.687500000000014,Doji,0.0,51.0,52.0,False,50.5,,50.26666666666665,,-1.5791666666666373,48.687500000000014,,51.0,,49.44999999999999,False,1642560,50.26666666666665
2017-05-18,,49.375000000000014,Full Green,4.33,53.0,53.0,False,50.8,,51.69999999999999,,-2.3249999999999744,49.375000000000014,,50.8,,50.29999999999999,False,3077950,51.69999999999999
2017-05-19,,50.600000000000016,Up Green,5.39,56.7,56.7,False,53.3,,53.566666666666656,,-2.96666666666664,50.600000000000016,,53.8,,51.86666666666667,False,4369030,53.566666666666656
2017-05-22,,52.287500000000016,Green,1.34,60.6,60.6,False,59.0,49.01250000000001,56.76666666666665,-7.754166666666642,-4.479166666666636,52.287500000000016,-3.2750000000000057,59.8,,54.79999999999999,False,3062670,56.76666666666665
2017-05-23,,53.787500000000016,Down Red,0.66,60.6,64.5,False,60.6,49.59750000000001,59.29999999999998,-9.702499999999972,-5.512499999999967,53.787500000000016,-4.190000000000005,61.0,,58.19999999999999,False,2839240,59.29999999999998
2017-05-24,,55.08750000000001,Up Red,2.64,59.0,60.7,False,57.5,50.12750000000001,60.06666666666664,-9.93916666666663,-4.979166666666629,55.08750000000001,-4.960000000000001,60.6,,60.46666666666666,False,1789900,60.06666666666664
