date,close,open,high,low,volume,change
2016-05-18,8.40,8.40,8.40,8.40,1737480,0.50 (6.33 %)
2016-05-19,8.30,8.90,8.90,8.20,11285110,-0.10 (-1.19 %)
2016-05-20,8.00,8.20,8.40,7.90,3915840,-0.30 (-3.61 %)
2016-05-23,8.10,8.00,8.20,8.00,1997660,0.10 (1.25 %)
2016-05-24,8.00,8.00,8.10,7.90,2065130,-0.10 (-1.23 %)
2016-05-25,8.00,8.00,8.10,7.90,1589400,0.00 (0.00 %)
2016-05-26,7.70,7.90,8.00,7.60,3365550,-0.30 (-3.75 %)
2016-05-27,7.90,7.70,8.10,7.70,3012680,0.20 (2.60 %)
2016-05-30,8.00,7.90,8.00,7.90,1090690,0.10 (1.27 %)
2016-05-31,7.80,8.00,8.00,7.70,2040730,-0.20 (-2.50 %)
2016-06-01,7.90,7.80,7.90,7.60,3666060,0.10 (1.28 %)
2016-06-02,8.10,7.90,8.20,7.70,6020970,0.20 (2.53 %)
2016-06-03,8.10,8.00,8.10,7.90,3540730,0.00 (0.00 %)
2016-06-06,8.00,8.00,8.20,7.90,3517940,-0.10 (-1.23 %)
2016-06-07,8.00,8.00,8.00,7.90,2146950,0.00 (0.00 %)
2016-06-08,8.10,8.10,8.20,8.00,3552650,0.10 (1.25 %)
2016-06-09,8.10,8.10,8.20,8.00,1966340,0.00 (0.00 %)
2016-06-10,7.90,8.10,8.10,7.90,3205960,-0.20 (-2.47 %)
2016-06-13,7.70,7.80,7.90,7.70,3693870,-0.20 (-2.53 %)
2016-06-14,7.80,7.70,7.90,7.60,3054870,0.10 (1.30 %)
2016-06-15,7.90,7.80,7.90,7.70,2812790,0.10 (1.28 %)
2016-06-16,7.80,7.90,8.00,7.80,2145250,-0.10 (-1.27 %)
2016-06-17,7.60,7.80,7.90,7.60,4503340,-0.20 (-2.56 %)
2016-06-20,7.60,7.60,7.80,7.60,1657960,0.00 (0.00 %)
2016-06-21,7.60,7.70,7.80,7.50,2195700,0.00 (0.00 %)
2016-06-22,7.60,7.60,7.70,7.40,2736810,0.00 (0.00 %)
2016-06-23,7.70,7.60,7.80,7.50,2435040,0.10 (1.32 %)
