date,close,open,high,low,volume,change
2016-05-18,12.00,11.30,12.00,11.20,1881310,0.70 (6.19 %)
2016-05-19,12.10,11.70,12.20,11.70,476110,0.10 (0.83 %)
2016-05-20,12.00,11.90,12.20,11.90,504560,-0.10 (-0.83 %)
2016-05-23,12.30,11.70,12.30,11.70,756520,0.30 (2.50 %)
2016-05-24,12.10,12.00,12.30,12.00,433070,-0.20 (-1.63 %)
2016-05-25,12.30,12.00,12.40,12.00,548440,0.20 (1.65 %)
2016-05-26,12.70,12.30,12.80,12.30,1025530,0.40 (3.25 %)
2016-05-27,12.60,12.70,12.80,12.50,353350,-0.10 (-0.79 %)
2016-05-30,12.60,12.50,12.60,12.40,215360,0.00 (0.00 %)
2016-05-31,13.00,12.60,13.00,12.50,698030,0.40 (3.17 %)
2016-06-01,12.90,13.00,13.00,12.80,102590,-0.10 (-0.77 %)
2016-06-02,12.50,12.80,12.80,12.50,181020,-0.40 (-3.10 %)
2016-06-03,12.20,12.50,12.50,12.20,180140,-0.30 (-2.40 %)
2016-06-06,11.90,12.30,12.30,11.80,132850,-0.30 (-2.46 %)
2016-06-07,11.90,11.90,12.00,11.80,151000,0.00 (0.00 %)
2016-06-08,12.00,11.80,12.00,11.80,128530,0.10 (0.84 %)
2016-06-09,12.00,11.90,12.00,11.90,24050,0.00 (0.00 %)
2016-06-10,11.80,11.30,12.00,11.30,507200,-0.20 (-1.67 %)
2016-06-13,11.60,11.80,11.80,11.60,24480,-0.20 (-1.69 %)
2016-06-14,11.60,11.50,11.70,11.50,58420,0.00 (0.00 %)
2016-06-15,11.60,11.60,11.80,11.40,85610,0.00 (0.00 %)
2016-06-16,11.50,11.50,11.70,11.50,25590,-0.10 (-0.86 %)
2016-06-17,11.80,11.70,11.80,11.40,55270,0.30 (2.61 %)
2016-06-20,11.80,11.80,11.80,11.80,16120,0.00 (0.00 %)
2016-06-21,11.70,11.70,11.80,11.60,30150,-0.10 (-0.85 %)
2016-06-22,11.60,11.50,11.70,11.50,45580,-0.10 (-0.85 %)
2016-06-23,11.60,11.60,11.70,11.60,50200,0.00 (0.00 %)
2016-06-24,11.40,11.60,11.60,11.40,111790,-0.20 (-1.72 %)
2016-06-27,11.50,11.20,11.50,11.20,19110,0.10 (0.88 %)
2016-06-28,11.30,11.50,11.50,11.30,181300,-0.20 (-1.74 %)
2016-06-29,11.40,11.30,11.40,11.30,69740,0.10 (0.88 %)
2016-06-30,11.50,11.40,11.50,11.40,31470,0.10 (0.88 %)
2016-07-01,11.40,11.40,11.50,11.40,60870,-0.10 (-0.87 %)
2016-07-04,11.40,11.40,11.40,11.00,96080,0.00 (0.00 %)
2016-07-05,11.30,11.40,11.40,11.20,30180,-0.10 (-0.88 %)
2016-07-06,11.30,11.20,11.30,11.20,111050,0.00 (0.00 %)
2016-07-07,11.30,11.30,11.30,11.20,29390,0.00 (0.00 %)
2016-07-08,11.10,11.30,11.30,11.00,47640,-0.20 (-1.77 %)
2016-07-11,11.10,11.00,11.20,11.00,33960,0.00 (0.00 %)
2016-07-12,10.80,11.10,11.10,10.80,71180,-0.30 (-2.70 %)
2016-07-13,11.30,10.90,11.50,10.80,288280,0.50 (4.63 %)
2016-07-14,12.00,11.30,12.00,11.20,631280,0.70 (6.19 %)
2016-07-15,12.30,12.40,12.40,12.10,276310,0.30 (2.50 %)
2016-07-18,12.30,12.30,12.40,12.10,312190,0.00 (0.00 %)
2016-07-19,12.00,12.10,12.10,11.80,175220,-0.30 (-2.44 %)
2016-07-20,11.80,12.00,12.00,11.70,42090,-0.20 (-1.67 %)
2016-07-21,11.50,11.70,11.70,11.50,182820,-0.30 (-2.54 %)
2016-07-22,10.80,11.30,11.30,10.80,1320310,-0.70 (-6.09 %)
2016-07-25,11.00,11.20,11.20,11.00,1810,0.20 (1.85 %)
2016-07-26,11.30,11.30,11.40,11.00,120590,0.30 (2.73 %)
2016-07-27,11.60,11.60,11.60,11.30,473000,0.30 (2.65 %)
2016-07-28,11.90,11.60,12.00,11.50,358740,0.30 (2.59 %)
2016-07-29,11.90,11.90,12.00,11.70,169780,0.00 (0.00 %)
2016-08-01,11.70,11.90,11.90,11.50,53430,-0.20 (-1.68 %)
2016-08-02,11.30,11.30,11.60,11.30,101330,-0.40 (-3.42 %)
2016-08-03,11.20,11.20,11.30,11.20,28470,-0.10 (-0.88 %)
2016-08-04,11.10,11.40,11.40,11.10,64140,-0.10 (-0.89 %)
2016-08-05,11.00,11.00,11.20,11.00,14500,-0.10 (-0.90 %)
2016-08-08,11.10,11.00,11.10,11.00,19410,0.10 (0.91 %)
