date,close,open,high,low,volume,change
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-19,32.45,35.00,35.00,31.80,7295110,0.45 (1.41 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
2018-04-20,32.50,32.80,32.80,31.90,1970610,0.05 (0.15 %)
