date,close,open,high,low,volume,change
2016-05-18,61.50,63.50,63.50,61.50,308140,-1.50 (-2.38 %)
2016-05-19,61.50,61.00,62.00,60.50,225420,0.00 (0.00 %)
2016-05-20,59.50,61.00,61.00,59.50,361110,-2.00 (-3.25 %)
2016-05-23,59.50,60.00,60.50,59.50,209330,0.00 (0.00 %)
2016-05-24,60.00,59.50,60.50,58.50,241520,0.50 (0.84 %)
2016-05-25,59.50,60.00,60.50,59.50,248820,-0.50 (-0.83 %)
2016-05-26,58.00,59.50,60.00,58.00,318530,-1.50 (-2.52 %)
2016-05-27,58.00,58.00,59.00,57.50,168990,0.00 (0.00 %)
2016-05-30,58.50,58.00,59.00,58.00,182950,0.50 (0.86 %)
2016-05-31,60.00,59.00,60.50,58.50,152120,1.50 (2.56 %)
2016-06-01,60.00,59.50,61.00,59.50,188800,0.00 (0.00 %)
2016-06-02,60.00,60.00,60.50,59.50,178510,0.00 (0.00 %)
2016-06-03,59.50,60.00,60.50,59.50,207240,-0.50 (-0.83 %)
2016-06-06,61.00,60.00,61.00,59.50,276020,1.50 (2.52 %)
2016-06-07,61.00,61.00,62.00,60.50,243090,0.00 (0.00 %)
2016-06-08,63.00,61.00,64.50,60.50,808120,2.00 (3.28 %)
2016-06-09,63.00,63.00,63.50,62.00,66230,0.00 (0.00 %)
2016-06-10,64.50,63.00,64.50,62.50,566080,1.50 (2.38 %)
2016-06-13,62.50,64.00,64.00,61.50,311490,-2.00 (-3.10 %)
2016-06-14,62.50,61.50,63.00,61.50,220970,0.00 (0.00 %)
2016-06-15,62.50,62.50,62.50,61.50,166950,0.00 (0.00 %)
2016-06-16,62.00,62.50,63.50,62.00,146940,-0.50 (-0.80 %)
2016-06-17,59.00,62.00,62.00,59.00,683100,-3.00 (-4.84 %)
2016-06-20,60.00,59.50,60.50,59.50,189730,1.00 (1.69 %)
2016-06-21,60.50,60.00,61.50,60.00,150610,0.50 (0.83 %)
2016-06-22,60.00,60.50,61.00,60.00,211900,-0.50 (-0.83 %)
2016-06-23,60.50,59.50,60.50,59.50,158340,0.50 (0.83 %)
2016-06-24,58.50,60.50,60.50,56.50,853710,-2.00 (-3.31 %)
2016-06-27,59.50,56.50,59.50,56.50,130370,1.00 (1.71 %)
2016-06-28,58.50,58.50,59.00,57.50,90610,-0.20 (-0.35 %)
2016-06-29,59.50,58.50,59.50,58.50,213390,1.00 (1.71 %)
2016-06-30,59.00,59.50,60.00,59.00,219070,-0.50 (-0.84 %)
2016-07-01,60.00,59.00,60.50,59.00,159280,1.00 (1.69 %)
2016-07-04,60.50,60.50,61.00,60.00,254200,0.50 (0.83 %)
2016-07-05,62.50,61.00,63.50,61.00,576180,2.00 (3.31 %)
2016-07-06,62.50,61.50,63.00,61.50,197040,0.00 (0.00 %)
2016-07-07,63.00,62.50,63.00,61.50,273960,0.50 (0.80 %)
2016-07-08,61.00,63.00,63.00,61.00,235920,-2.00 (-3.17 %)
2016-07-11,59.50,61.50,62.00,59.50,241850,-1.50 (-2.46 %)
2016-07-12,61.00,60.00,61.00,59.00,150350,1.50 (2.52 %)
2016-07-13,62.00,61.50,63.00,61.00,669280,1.00 (1.64 %)
2016-07-14,62.50,62.00,66.00,62.00,1057970,0.50 (0.81 %)
2016-07-15,62.50,62.50,64.00,62.50,229040,0.00 (0.00 %)
2016-07-18,64.00,62.50,64.50,62.50,203710,1.50 (2.40 %)
2016-07-19,64.00,64.50,66.50,62.00,714450,0.00 (0.00 %)
2016-07-20,61.50,64.00,64.50,61.50,342030,-2.50 (-3.91 %)
2016-07-21,60.50,61.50,62.50,60.50,318580,-1.00 (-1.63 %)
2016-07-22,60.00,60.00,60.00,57.00,545100,-0.50 (-0.83 %)
2016-07-25,59.00,60.00,60.00,58.50,122910,-1.00 (-1.67 %)
2016-07-26,59.00,58.00,59.50,57.50,299770,0.00 (0.00 %)
2016-07-27,60.00,60.00,60.00,58.00,188990,1.00 (1.69 %)
2016-07-28,59.50,60.00,60.00,58.50,296000,-0.50 (-0.83 %)
2016-07-29,59.00,59.50,60.50,59.00,148750,-0.50 (-0.84 %)
2016-08-01,58.50,59.50,59.50,58.50,133060,-0.50 (-0.85 %)
2016-08-02,58.50,59.00,59.50,58.00,326130,0.00 (0.00 %)
2016-08-03,57.00,58.00,58.50,57.00,240570,-1.50 (-2.56 %)
2016-08-04,57.50,57.00,59.00,56.50,339080,0.50 (0.88 %)
2016-08-05,58.00,57.00,58.50,57.00,158880,0.50 (0.87 %)
2016-08-08,57.50,57.50,58.50,57.00,136670,-0.50 (-0.86 %)
2016-08-09,58.50,57.00,58.50,57.00,121590,1.00 (1.74 %)
2016-08-10,60.00,58.00,60.00,58.00,188960,1.50 (2.56 %)
2016-08-11,61.00,60.00,61.00,59.50,267670,1.00 (1.67 %)
2016-08-12,59.50,61.00,61.00,59.50,177990,-1.50 (-2.46 %)
2016-08-15,59.50,59.50,60.00,59.50,76590,0.00 (0.00 %)
2016-08-16,59.00,59.00,60.00,59.00,189260,-0.50 (-0.84 %)
2016-08-17,59.00,59.00,60.00,58.50,202860,0.00 (0.00 %)
2016-08-18,58.50,59.00,59.50,58.50,79130,-0.50 (-0.85 %)
2016-08-19,60.00,59.00,61.50,58.50,276320,1.50 (2.56 %)
2016-08-22,59.50,60.00,60.50,59.50,77830,-0.50 (-0.83 %)
2016-08-23,59.50,59.00,60.00,59.00,84580,0.00 (0.00 %)
2016-08-24,59.00,59.50,59.50,59.00,112450,-0.50 (-0.84 %)
2016-08-25,59.00,59.00,59.00,58.50,101260,0.00 (0.00 %)
2016-08-26,60.00,59.50,60.00,58.50,240640,1.00 (1.69 %)
2016-08-29,61.00,60.50,62.50,60.00,474480,1.00 (1.67 %)
2016-08-30,62.50,60.50,62.50,60.50,272470,1.50 (2.46 %)
2016-08-31,62.00,62.50,63.00,61.50,199960,-0.50 (-0.80 %)
2016-09-01,61.50,62.00,62.50,61.50,160190,-0.50 (-0.81 %)
2016-09-05,60.00,60.50,61.00,60.00,175230,-1.50 (-2.44 %)
2016-09-06,59.50,59.50,60.50,59.50,217330,-0.50 (-0.83 %)
2016-09-07,60.00,60.00,60.00,59.00,132630,0.50 (0.84 %)
2016-09-08,60.00,59.00,61.00,59.00,225450,0.00 (0.00 %)
2016-09-09,60.00,60.50,61.00,60.00,186500,0.00 (0.00 %)
2016-09-12,61.00,59.00,61.00,59.00,136060,1.00 (1.67 %)
2016-09-13,61.70,61.00,62.50,60.00,154890,0.70 (1.15 %)
2016-09-14,61.00,61.50,62.10,61.00,87100,-0.70 (-1.13 %)
2016-09-15,60.80,61.00,61.00,60.50,50060,-0.20 (-0.33 %)
2016-09-16,58.50,60.40,61.10,58.50,818180,-2.30 (-3.78 %)
2016-09-19,61.30,59.50,61.50,59.50,138650,2.80 (4.79 %)
2016-09-20,61.30,61.30,62.00,60.50,157990,0.00 (0.00 %)
2016-09-21,63.00,61.30,63.10,60.50,448600,1.70 (2.77 %)
2016-09-22,65.30,63.50,65.80,63.50,516140,2.30 (3.65 %)
2016-09-23,65.40,65.90,65.90,65.00,151090,0.10 (0.15 %)
2016-09-26,68.00,65.40,68.00,65.00,519810,2.60 (3.98 %)
2016-09-27,70.40,68.00,70.40,68.00,469520,2.40 (3.53 %)
2016-09-28,71.50,70.00,71.80,69.20,280330,1.10 (1.56 %)
2016-09-29,70.00,70.00,72.20,69.50,291730,-1.50 (-2.10 %)
2016-09-30,70.90,70.00,72.50,69.50,451920,0.90 (1.29 %)
2016-10-03,69.50,71.00,71.10,69.50,141360,-1.40 (-1.97 %)
2016-10-04,72.20,68.20,74.30,68.20,261890,2.70 (3.88 %)
2016-10-05,72.90,72.20,74.20,72.20,318930,0.70 (0.97 %)
2016-10-06,72.00,74.00,74.00,72.00,166450,-0.90 (-1.23 %)
2016-10-07,71.50,73.50,73.50,69.50,298560,-0.50 (-0.69 %)
2016-10-10,71.70,71.50,73.00,70.90,137110,0.20 (0.28 %)
2016-10-11,72.00,71.20,73.40,71.20,179110,0.30 (0.42 %)
2016-10-12,71.90,72.00,73.50,70.70,42930,-0.10 (-0.14 %)
2016-10-13,71.90,70.50,71.90,70.00,52920,0.00 (0.00 %)
2016-10-14,71.00,70.00,71.50,70.00,55820,-0.90 (-1.25 %)
2016-10-17,66.50,70.10,70.10,66.50,249700,-4.50 (-6.34 %)
2016-10-18,68.00,66.60,69.50,66.50,136380,1.50 (2.26 %)
2016-10-19,69.00,68.00,69.00,67.50,89190,1.00 (1.47 %)
2016-10-20,67.60,67.00,68.50,67.00,49840,-1.40 (-2.03 %)
2016-10-21,68.20,67.00,68.20,67.00,74080,0.60 (0.89 %)
2016-10-24,68.00,67.60,68.50,67.00,43780,-0.20 (-0.29 %)
2016-10-25,68.20,67.50,68.50,67.20,47670,0.20 (0.29 %)
2016-10-26,67.40,67.80,68.20,67.30,32840,-0.80 (-1.17 %)
2016-10-27,67.00,67.30,68.00,67.00,168630,-0.40 (-0.59 %)
2016-10-28,67.00,67.00,68.20,66.90,54910,0.00 (0.00 %)
2016-10-31,64.00,64.00,66.90,64.00,277560,-3.00 (-4.48 %)
2016-11-01,65.50,66.00,66.00,64.70,64540,1.50 (2.34 %)
2016-11-02,64.00,65.00,65.50,64.00,112850,-1.50 (-2.29 %)
2016-11-03,62.50,64.30,64.30,62.50,125930,-1.50 (-2.34 %)
2016-11-04,62.50,62.50,62.60,62.00,87790,0.00 (0.00 %)
2016-11-07,64.90,62.50,65.50,62.50,153950,2.40 (3.84 %)
2016-11-08,65.50,64.90,65.50,64.80,129950,0.60 (0.92 %)
2016-11-09,64.80,65.50,65.50,62.00,304290,-0.70 (-1.07 %)
2016-11-10,64.50,64.80,66.80,63.50,220260,-0.30 (-0.46 %)
2016-11-11,64.00,65.00,65.00,64.00,125130,-0.50 (-0.78 %)
2016-11-14,62.40,63.00,63.50,62.40,227070,-1.60 (-2.50 %)
2016-11-15,62.60,62.90,63.30,62.40,35780,0.20 (0.32 %)
2016-11-16,62.80,63.00,63.00,62.70,132330,0.20 (0.32 %)
2016-11-17,61.20,62.80,62.90,61.10,191790,-1.60 (-2.55 %)
2016-11-18,61.50,61.20,61.90,60.60,132140,0.30 (0.49 %)
2016-11-21,60.40,61.50,61.50,60.30,129320,-1.10 (-1.79 %)
2016-11-22,61.50,60.50,62.00,60.40,431630,1.10 (1.82 %)
2016-11-23,62.50,61.50,62.90,61.30,575610,1.00 (1.63 %)
2016-11-24,62.50,62.80,62.80,62.00,83010,0.00 (0.00 %)
2016-11-25,62.10,62.00,62.50,62.00,191060,-0.40 (-0.64 %)
2016-11-28,59.60,61.50,61.50,59.60,348810,-2.50 (-4.03 %)
2016-11-29,58.40,60.70,61.00,57.90,484200,-1.20 (-2.01 %)
2016-11-30,58.80,58.50,60.00,58.20,505370,0.40 (0.68 %)
2016-12-01,59.40,60.00,60.00,59.00,190430,0.60 (1.02 %)
2016-12-02,58.50,59.40,59.80,58.50,73400,-0.90 (-1.52 %)
2016-12-05,57.60,57.80,58.20,56.80,171550,-0.90 (-1.54 %)
2016-12-06,57.70,57.50,58.50,57.40,185170,0.10 (0.17 %)
2016-12-07,58.00,58.50,58.80,56.50,92830,0.30 (0.52 %)
2016-12-08,58.10,58.00,58.10,57.60,165760,0.10 (0.17 %)
2016-12-09,58.70,58.10,58.80,58.00,211700,0.60 (1.03 %)
2016-12-12,57.40,58.00,58.40,57.40,193550,-1.30 (-2.21 %)
2016-12-13,56.90,57.40,57.40,56.70,164590,-0.50 (-0.87 %)
2016-12-14,58.00,56.70,58.00,56.70,228350,1.10 (1.93 %)
2016-12-15,58.00,58.00,58.70,57.90,276630,0.00 (0.00 %)
2016-12-16,58.60,58.00,59.00,57.90,1888300,0.60 (1.03 %)
2016-12-19,61.30,59.30,61.40,59.30,292590,2.70 (4.61 %)
2016-12-20,59.10,61.40,61.40,58.50,239350,-2.20 (-3.59 %)
2016-12-21,60.10,58.80,60.50,58.60,518200,1.00 (1.69 %)
2016-12-22,59.10,60.10,60.60,59.00,320770,-1.00 (-1.66 %)
2016-12-23,59.60,59.00,59.80,58.60,302150,0.50 (0.85 %)
2016-12-26,59.20,59.60,60.20,59.20,183790,-0.40 (-0.67 %)
2016-12-27,59.30,59.20,59.80,59.10,148290,0.10 (0.17 %)
2016-12-28,58.50,59.30,59.50,58.30,282240,-0.80 (-1.35 %)
2016-12-29,58.60,58.50,59.00,58.50,195940,0.10 (0.17 %)
2016-12-30,58.20,58.60,58.80,58.20,164630,-0.40 (-0.68 %)
2017-01-03,59.30,58.20,60.20,57.70,370020,1.10 (1.89 %)
2017-01-04,60.10,59.30,60.60,59.30,364510,0.80 (1.35 %)
2017-01-05,61.10,60.00,61.80,59.80,420990,1.00 (1.66 %)
2017-01-06,61.40,61.10,62.30,61.10,376830,0.30 (0.49 %)
2017-01-09,61.60,61.40,62.50,61.10,339830,0.20 (0.33 %)
2017-01-10,60.80,61.70,61.70,60.70,292960,-0.80 (-1.30 %)
2017-01-11,60.90,60.60,61.60,60.50,244620,0.10 (0.16 %)
2017-01-12,62.50,60.90,62.50,60.70,424200,1.60 (2.63 %)
2017-01-13,62.00,62.50,63.50,61.60,189500,-0.50 (-0.80 %)
2017-01-16,61.60,61.80,62.00,61.20,168550,-0.40 (-0.65 %)
2017-01-17,62.00,61.40,62.10,61.40,232640,0.40 (0.65 %)
2017-01-18,60.80,62.30,62.30,60.80,164310,-1.20 (-1.94 %)
2017-01-19,60.80,60.30,61.70,60.30,129450,0.00 (0.00 %)
2017-01-20,60.90,60.80,61.50,60.70,109880,0.10 (0.16 %)
2017-01-23,60.90,60.60,61.70,60.30,50370,0.00 (0.00 %)
2017-01-24,60.90,60.50,61.70,60.40,94590,0.00 (0.00 %)
2017-01-25,61.10,60.90,61.90,60.90,135190,0.20 (0.33 %)
2017-02-02,62.50,61.10,62.50,61.10,273290,1.40 (2.29 %)
2017-02-03,63.40,62.60,63.90,62.50,468770,0.90 (1.44 %)
2017-02-06,63.20,64.00,64.00,63.20,258460,-0.20 (-0.32 %)
2017-02-07,63.10,63.50,63.50,62.70,310920,-0.10 (-0.16 %)
2017-02-08,63.20,63.20,63.40,62.70,182800,0.10 (0.16 %)
2017-02-09,62.80,63.20,63.20,62.80,256980,-0.40 (-0.63 %)
2017-02-10,63.40,63.00,63.50,62.80,272250,0.60 (0.96 %)
2017-02-13,64.50,63.40,64.50,63.40,224330,1.10 (1.74 %)
2017-02-14,63.00,64.50,65.00,63.00,232650,-1.50 (-2.33 %)
2017-02-15,63.70,63.00,63.80,62.50,204370,0.70 (1.11 %)
2017-02-16,63.40,64.00,64.80,63.40,380870,-0.30 (-0.47 %)
2017-02-17,63.00,63.40,63.40,62.30,299950,-0.40 (-0.63 %)
2017-02-20,63.00,63.00,63.50,62.10,273660,0.00 (0.00 %)
2017-02-21,62.50,63.00,63.30,62.50,261090,-0.50 (-0.79 %)
2017-02-22,61.80,62.70,62.70,61.00,375730,-0.70 (-1.12 %)
2017-02-23,60.50,61.80,61.80,60.30,288270,-1.30 (-2.10 %)
2017-02-24,59.60,60.20,60.80,59.40,379040,-0.90 (-1.49 %)
2017-02-27,59.50,59.50,60.30,59.30,200340,-0.10 (-0.17 %)
2017-02-28,59.50,60.50,60.50,59.50,136630,0.00 (0.00 %)
2017-03-01,58.40,59.50,59.80,58.00,319300,-1.10 (-1.85 %)
2017-03-02,58.00,58.60,59.20,58.00,217560,-0.40 (-0.68 %)
2017-03-03,59.20,58.00,59.60,58.00,222970,1.20 (2.07 %)
2017-03-06,59.20,59.20,59.60,58.50,126510,0.00 (0.00 %)
2017-03-07,59.50,59.20,60.00,58.80,87190,0.30 (0.51 %)
2017-03-08,59.20,59.90,59.90,59.00,177030,-0.30 (-0.50 %)
2017-03-09,59.10,59.20,59.50,59.00,88430,-0.10 (-0.17 %)
2017-03-10,59.10,59.10,59.80,59.10,169060,0.00 (0.00 %)
2017-03-13,58.80,59.00,59.20,58.60,251860,-0.30 (-0.51 %)
2017-03-14,58.90,58.80,59.30,58.80,271930,0.10 (0.17 %)
2017-03-15,59.00,58.90,59.00,58.70,217720,0.10 (0.17 %)
2017-03-16,58.90,59.00,59.30,58.90,277890,-0.10 (-0.17 %)
2017-03-17,59.00,59.00,59.50,58.80,1668510,0.10 (0.17 %)
2017-03-20,61.00,59.80,61.30,59.80,318680,2.00 (3.39 %)
2017-03-21,60.10,61.40,61.40,60.00,262430,-0.90 (-1.48 %)
2017-03-22,59.50,60.00,60.70,59.20,608420,-0.60 (-1.00 %)
2017-03-23,60.20,59.50,61.00,59.40,351700,0.70 (1.18 %)
2017-03-24,60.60,60.90,61.30,60.60,337960,0.40 (0.66 %)
