date,close,open,high,low,volume,change
2016-05-18,49.00,48.30,49.80,48.20,1259090,0.70 (1.45 %)
2016-05-19,48.10,49.00,49.00,48.10,402860,-0.90 (-1.84 %)
2016-05-20,47.40,48.60,48.80,47.20,1038420,-0.70 (-1.46 %)
2016-05-23,46.10,47.30,47.80,46.10,701070,-1.30 (-2.74 %)
2016-05-24,45.90,46.40,46.50,45.50,757630,-0.20 (-0.43 %)
2016-05-25,46.00,46.50,46.70,46.00,272480,0.10 (0.22 %)
2016-05-26,45.30,46.00,46.30,45.30,722940,-0.70 (-1.52 %)
2016-05-27,45.30,45.40,45.60,44.80,591480,0.00 (0.00 %)
2016-05-30,46.80,45.70,46.80,45.40,535160,1.50 (3.31 %)
2016-05-31,46.70,46.90,47.50,46.60,490340,-0.10 (-0.21 %)
2016-06-01,46.90,46.50,47.00,46.50,370980,0.20 (0.43 %)
2016-06-02,47.10,46.80,47.30,46.60,290780,0.20 (0.43 %)
2016-06-03,47.30,47.00,47.50,47.00,440430,0.20 (0.42 %)
2016-06-06,47.80,47.10,48.50,47.10,783790,0.50 (1.06 %)
2016-06-07,48.10,48.00,48.30,47.70,435960,0.30 (0.63 %)
2016-06-08,47.90,48.10,48.60,47.80,912800,-0.20 (-0.42 %)
2016-06-09,48.10,47.90,48.30,47.70,401410,0.20 (0.42 %)
2016-06-10,48.50,48.10,49.10,48.10,885040,0.40 (0.83 %)
2016-06-13,48.40,48.50,48.90,48.30,1201150,-0.10 (-0.21 %)
2016-06-14,48.30,48.10,48.60,47.80,789760,-0.10 (-0.21 %)
2016-06-15,47.80,48.20,48.20,47.70,603140,-0.50 (-1.04 %)
2016-06-16,47.70,47.90,48.10,47.60,627180,-0.10 (-0.21 %)
2016-06-17,47.10,47.30,47.70,47.10,946910,-0.60 (-1.26 %)
2016-06-20,46.90,47.10,47.30,46.30,622260,-0.20 (-0.42 %)
2016-06-21,47.00,46.90,47.10,46.80,527750,0.10 (0.21 %)
2016-06-22,46.80,47.00,47.10,46.50,483280,-0.20 (-0.43 %)
2016-06-23,48.00,46.90,48.00,46.80,688340,1.20 (2.56 %)
2016-06-24,46.80,47.90,48.00,44.70,827980,-1.20 (-2.50 %)
2016-06-27,46.20,46.40,46.40,45.40,341850,-0.60 (-1.28 %)
2016-06-28,46.40,45.80,46.80,45.80,403030,0.20 (0.43 %)
2016-06-29,47.30,46.60,47.40,46.60,544530,0.90 (1.94 %)
2016-06-30,47.30,47.10,47.50,47.00,478490,0.00 (0.00 %)
2016-07-01,47.50,47.30,47.80,47.00,523850,0.20 (0.42 %)
2016-07-04,49.20,47.50,49.40,47.50,1206430,1.70 (3.58 %)
2016-07-05,50.50,49.40,52.00,49.40,1658790,1.30 (2.64 %)
2016-07-06,50.00,50.00,51.50,49.90,592020,-0.50 (-0.99 %)
2016-07-07,51.00,50.50,51.00,49.80,714940,1.00 (2.00 %)
2016-07-08,51.00,51.00,52.50,50.00,834180,0.00 (0.00 %)
2016-07-11,52.00,51.50,53.50,51.00,1538540,1.00 (1.96 %)
2016-07-12,54.00,52.00,54.00,52.00,725030,2.00 (3.85 %)
2016-07-13,57.50,54.00,57.50,54.00,1442560,3.50 (6.48 %)
2016-07-14,56.00,58.00,58.50,56.00,921830,-1.50 (-2.61 %)
2016-07-15,54.00,56.00,57.00,54.00,850920,-2.00 (-3.57 %)
2016-07-18,55.50,53.50,56.00,53.00,736570,1.50 (2.78 %)
