,Date,Stocks
0,2019-10-07,DCM|VIC|SCR|DLG|LMH|AAA|PVT|PLX|HQC|HPG|AMD|FRT|TTB|VRE|APG
0,2019-10-08,DCM|VIC|SCR|DLG|LMH|AAA|PVT|PLX|PVD|PVS|ROS|HQC|HPG|AMD|FRT|PNJ|TTB|VRE|APG
0,2019-10-09,DCM|VIC|SCR|DLG|LMH|MSN|SBT|AAA|PVT|PLX|PVD|PVS|ROS|HQC|HPG|AMD|CTD|FRT|PNJ|TTB|DRH|VRE|HAR|VHM|APG
0,2019-10-10,DCM|VIC|SCR|DLG|LMH|MSN|AAA|PVT|PLX|PVD|PVS|ROS|LPB|HQC|HPG|AMD|CTD|FRT|PNJ|DRH|VRE|HAR|VHM|APG
0,2019-10-11,DCM|VIC|SCR|DLG|LMH|MSN|AAA|PLX|PVD|PVS|ROS|HQC|HPG|AMD|CTD|FRT|SJF|DRH|VRE|HAR|VHM|APG
0,2019-10-14,FLC|DCM|SCR|DLG|LMH|MSN|PLX|PVD|PVS|ROS|HQC|HPG|CTD|FRT|SJF|DRH|VRE|HAR|VHM|APG
0,2019-10-15,SCR|DLG|LMH|PLX|GAS|PVD|PVS|ROS|HPG|CTD|FRT|DRH|VRE|HAR|VHM|APG
0,2019-10-16,BVH|DXG|CEO|SCR|DLG|REE|LMH|PVD|PVS|ROS|HPG|CTD|SSI|FRT|DRH|VRE|HAR|VHM|APG
0,2019-10-17,CEO|SCR|DLG|REE|LMH|HBC|PVD|PVS|ROS|CTD|FRT|DRH|HAR|VHM|APG
0,2019-10-18,CEO|SCR|DLG|REE|LMH|HBC|PVD|ROS|VND|CTD|ITA|DRH|HAR|VHM|APG|HAG
0,2019-10-21,FCN|CEO|SCR|DLG|REE|LMH|HBC|PVD|ROS|VND|CTD|ITA|DRH|NVL|HAR|VHM|APG|HAG
0,2019-10-22,FCN|CEO|SCR|REE|LMH|HBC|PVD|VND|CTD|ITA|TCM|DRH|NVL|HAR|VHM|APG
0,2019-10-23,FCN|CEO|SCR|REE|LMH|HBC|PVD|VND|CTD|ITA|DIG|TCM|DRH|NVL|VHM|APG
0,2019-10-24,FCN|SCR|REE|LMH|HBC|PVD|CTD|DIG|TCM|DRH|NVL|TDH|VHM|APG
0,2019-10-25,FCN|SCR|REE|LMH|HBC|PVD|LDG|CTD|DIG|TCM|DRH|NVL|TDH|EIB|VHM|APG
0,2019-10-28,GEX|SCR|REE|LMH|HBC|PVD|LDG|TNG|CTD|DIG|TCM|DRH|NVL|TDH|EIB|VHM
0,2019-10-29,GEX|SCR|LMH|HBC|PVD|LDG|TNG|CTD|DIG|TCM|TTB|DRH|NVL|TDH
0,2019-10-30,BVH|DXG|SCR|LMH|HBC|MSN|LDG|TNG|CTD|DIG|TCM|TTB|DRH|NVL|TDH|KSB
0,2019-10-31,DXG|SCR|VIB|LMH|HBC|MSN|DPM|LDG|TNG|CTD|DIG|TCM|TTB|DRH|NVL|DBC|TDH|KSB
0,2019-11-01,DXG|SCR|LMH|HBC|DPM|LDG|TNG|CTD|DIG|TTB|DRH|NVL|DBC|TDH|OIL|KSB
0,2019-11-04,SCR|QCG|LMH|HBC|DPM|DRC|TNG|CTD|SJF|DIG|TTB|DRH|NVL|DBC|TDH|ASM|OIL|IDI|KSB
0,2019-11-05,JVC|SCR|QCG|LMH|HBC|DPM|DRC|TNG|CTD|FRT|SJF|DIG|TTB|DRH|NVL|ASM|OIL|IDI|KSB
0,2019-11-06,DCM|JVC|CEO|SCR|QCG|LMH|HBC|DPM|HHS|DRC|TNG|CTD|FRT|SJF|DIG|TTB|DRH|NVL|ASM|OIL|IDI|KSB
0,2019-11-07,DCM|JVC|SCR|QCG|LMH|HBC|DPM|HHS|DRC|TNG|CTD|FRT|SJF|DIG|TTB|DRH|NVL|ASM|OIL|IDI|KSB
0,2019-11-08,DCM|JVC|PHR|SCR|QCG|LMH|HBC|DPM|HHS|DRC|TNG|CTD|FRT|KBC|SJF|DIG|TTB|DRH|NVL|ASM|OIL|IDI|KSB
0,2019-11-11,DCM|JVC|PHR|SCR|QCG|LMH|HBC|DPM|HHS|DRC|TNG|CTD|FRT|KBC|SJF|DIG|VNM|TTB|DRH|NVL|ASM|OIL|KSB|HAG
0,2019-11-12,DCM|PHR|SCR|QCG|LMH|HBC|HHS|CTD|FRT|SJF|VNM|TTB|DRH|NVL|ASM|OIL|KSB|HAG
0,2019-11-13,DCM|PHR|SCR|QCG|HBC|HHS|HQC|CTD|FRT|VNM|TTB|DRH|NVL|ASM|OIL|KSB|HAG
0,2019-11-14,DCM|PHR|SCR|QCG|HBC|HHS|HQC|CTD|FRT|VNM|TTB|DRH|NVL|ASM|OIL|KSB|HAG
0,2019-11-15,FCN|DCM|PHR|SCR|QCG|HBC|HHS|HQC|MWG|CTD|FRT|VNM|TTB|DRH|ASM|OIL|KSB|HAG
0,2019-11-18,FCN|DCM|PHR|SCR|QCG|HBC|HHS|HQC|MWG|CTD|FRT|VNM|TTB|DRH|ASM|OIL|KSB|NLG|HAG
0,2019-11-19,FLC|FCN|DCM|PHR|SCR|QCG|HBC|HQC|MWG|CTD|FRT|VNM|TTB|DRH|ASM|OIL|KSB|NLG|HAG
0,2019-11-20,FCN|DCM|SCR|QCG|HBC|HQC|MWG|CTD|FRT|VNM|TTB|DRH|OIL|KSB|NLG|HAG
0,2019-11-21,FCN|DCM|SCR|VGI|QCG|HBC|HQC|MWG|CTD|FRT|VNM|TTB|OIL|KSB|HAG
0,2019-11-22,FCN|DCM|SCR|VGI|QCG|HBC|HQC|MWG|CTD|FRT|VNM|TTB|STB|OIL|KSB|HAG
0,2019-11-25,BVH|FCN|DCM|VIC|SCR|VGI|QCG|REE|HBC|MSN|AAA|PVD|LDG|HQC|MWG|CTD|FRT|CTG|TCM|VNM|TTB|STB|OIL|KSB|HVN|HAG
0,2019-11-26,BVH|FCN|DCM|DXG|VIC|SCR|VGI|QCG|VIB|REE|LMH|HBC|MSN|VPB|AAA|MBB|PVD|LDG|HQC|MWG|VCB|HDB|CTD|SSI|FRT|SHB|CTG|ACB|TCM|VNM|TTB|FPT|STB|OIL|HVN|HAG
0,2019-11-27,BVH|FCN|DCM|DXG|VIC|VGI|QCG|TPB|VIB|REE|LMH|HBC|MSN|VPB|AAA|MBB|SHS|PVD|PVS|LDG|HQC|MWG|VCB|HDB|CTD|SSI|FRT|SHB|CTG|ITA|ACB|TCM|VNM|TTB|FPT|STB|OIL|VHM|HVN|HAG
0,2019-11-28,BVH|FCN|DCM|DXG|VIC|VGI|QCG|TPB|VIB|REE|HBC|MSN|VPB|AAA|MBB|SHS|PVD|PVS|LDG|HQC|MWG|VCB|HDB|CTD|SSI|TCB|DGW|FRT|SHB|CTG|ITA|ACB|NKG|PNJ|TTB|FPT|STB|OIL|HCM|VHM|HVN|HAG
0,2019-11-29,BVH|FCN|DCM|DXG|VIC|VGI|QCG|TPB|VIB|REE|HBC|MSN|VPB|SBT|DPM|AAA|MBB|SHS|PVD|PVS|LDG|VND|MBG|HQC|MWG|VCB|HDB|CTD|SSI|TCB|DGW|FRT|SHB|CTG|ACB|NKG|PNJ|TTB|FPT|STB|OIL|HCM|EIB|VHM|HAG
0,2019-12-02,BVH|FCN|DCM|DXG|VIC|VGI|QCG|TPB|VIB|REE|HBC|MSN|VPB|SBT|DPM|AAA|MBB|SHS|GAS|PVD|PVS|LDG|VND|HDC|MBG|HQC|MWG|VCB|HDB|CTD|SSI|TCB|DGW|FRT|SHB|CTG|ACB|NKG|PNJ|TTB|FPT|STB|TSC|OIL|HCM|EIB|VHM|HAG
0,2019-12-03,BVH|FCN|DCM|DXG|GEX|VIC|HCD|VGI|QCG|TPB|VIB|REE|MSN|VPB|SBT|DPM|AAA|MBB|SHS|GAS|PVD|PVS|LDG|VND|HDC|MBG|HQC|MWG|VCB|HDB|CTD|SSI|TCB|DGW|FRT|SHB|CTG|ACB|PNJ|TTB|FPT|BID|STB|DBC|TSC|OIL|HCM|OGC|VHM|HAG
0,2019-12-04,BVH|FCN|DCM|DXG|GEX|VIC|HCD|DLG|VGI|QCG|VIB|REE|MSN|VPB|DPM|AAA|PLX|MBB|SHS|GAS|BSR|PVD|PVS|LDG|LPB|VND|HDC|MBG|HQC|VCB|HDB|CTD|SSI|DGW|FRT|SHB|CTG|ACB|TTB|FPT|STB|TSC|OIL|OGC|NLG|VHM|HAG
0,2019-12-05,BVH|DCM|DXG|GEX|VIC|HCD|DLG|VGI|QCG|VIB|REE|MSN|VPB|DPM|AAA|PLX|MBB|SHS|GAS|BSR|PVD|PVS|LPB|VND|HDC|MBG|HQC|CTD|SSI|FRT|SHB|CTG|ACB|TTB|FPT|STB|TSC|OIL|OGC|NLG|VHM|HAG
0,2019-12-06,BVH|CII|DCM|DXG|GEX|HCD|DLG|VGI|QCG|VIB|REE|MSN|VPB|PVT|PLX|MBB|SHS|GAS|BSR|PVD|PVS|LPB|VND|HDC|MBG|HQC|CTD|SSI|FRT|SHB|CTG|ACB|TTB|FPT|STB|OIL|OGC|NLG|VHM|HAG
0,2019-12-09,BVH|CII|DCM|DXG|GEX|HCD|DLG|VGI|QCG|VIB|MSN|VPB|POW|PVT|PLX|MBB|SHS|GAS|BSR|PVD|PVS|LPB|VND|HDC|MBG|HQC|CTD|SSI|FRT|SHB|CTG|ACB|TTB|FPT|STB|OIL|OGC|VHM|HAG
0,2019-12-10,BVH|CII|DCM|DXG|GEX|HCD|DLG|VGI|QCG|VIB|MSN|VPB|POW|PVT|PLX|MBB|SHS|GAS|BSR|PVD|PVS|ROS|LPB|HDC|MBG|HQC|CTD|SSI|FRT|SHB|CTG|ACB|TTB|FPT|STB|OIL|OGC|VHM|HAG
0,2019-12-11,BVH|CII|DCM|GEX|PHR|HCD|VGI|QCG|VIB|MSN|VPB|POW|PVT|PLX|MBB|SHS|GAS|BSR|PVD|PVS|ROS|LPB|HDC|MBG|HQC|CTD|SSI|CTG|ACB|VNM|TTB|STB|OIL|OGC|VHM
0,2019-12-12,BVH|CII|DCM|GEX|PHR|HCD|CEO|QCG|VIB|MSN|POW|PVT|PLX|GAS|BSR|PVD|ROS|LPB|HDC|MBG|HQC|SSI|ITA|TTB|OIL|IDI|VHM
0,2019-12-13,DCM|GEX|PHR|HCD|QCG|MSN|POW|PLX|BSR|ROS|MBG|SSI|ITA|TTB|VHM
0,2019-12-16,DCM|GEX|PHR|HCD|MSN|POW|PLX|BSR|ROS|MBG|SSI|ITA|TTB|VHM
0,2019-12-17,DCM|GEX|PHR|HCD|MSN|POW|PLX|BSR|ROS|MBG|SSI|ITA|TTB|VHM
0,2019-12-18,DCM|GEX|PHR|TPB|MSN|POW|PLX|BSR|ROS|MBG|SSI|ITA|TTF|TTB|HCM|VHM
0,2019-12-19,JVC|GEX|PHR|TPB|LMH|MSN|POW|PLX|BSR|ROS|MBG|SSI|ITA|TTB|HCM|VHM
0,2019-12-20,JVC|GEX|PHR|TPB|MSN|BSR|ROS|MBG|SSI|ITA|TTB|VJC|HCM|VHM|HVN
0,2019-12-23,JVC|GEX|PHR|HBC|MSN|BSR|ROS|MBG|SSI|ITA|TTB|VJC|HCM|NLG|VHM
0,2019-12-24,JVC|GEX|PHR|HBC|MSN|BSR|ROS|SSI|FRT|TTB|VJC|HCM|NLG|VHM
0,2019-12-25,JVC|GEX|PHR|HBC|MSN|BSR|ROS|SSI|FRT|TTB|VJC|VRE|HCM|VHM
0,2019-12-26,JVC|GEX|PHR|HBC|MBB|GAS|BSR|ROS|SSI|DGW|FRT|ACB|VRE|OIL|HCM|VHM
0,2019-12-27,JVC|GEX|PHR|HBC|SBT|AAA|MBB|GAS|BSR|ROS|CTD|SSI|FRT|ACB|OIL|HCM|VHM|APG
0,2019-12-30,CII|JVC|GEX|PHR|VIC|QCG|AAA|MBB|BSR|ROS|CTD|SSI|FRT|OIL|HCM|APG
0,2019-12-31,JVC|GEX|PHR|VIC|QCG|AAA|ROS|CTD|SSI|FRT|HSG|OIL|OGC
