Date,MA3,MA8,MA20,3-8,3-20,8-20
2020-03-17,33.866666666666696,38.82500000000001,44.112499999999976,4.958333333333314,10.24583333333328,5.287499999999966
2020-03-18,33.7166666666667,37.28750000000001,43.27499999999998,3.5708333333333115,9.55833333333328,5.987499999999969
2020-03-19,33.9166666666667,36.0125,42.37999999999998,2.095833333333303,8.463333333333281,6.367499999999978
2020-03-20,33.68333333333337,34.85000000000001,41.55999999999998,1.1666666666666359,7.876666666666608,6.709999999999972
2020-03-23,32.43333333333337,33.76875000000001,40.78499999999998,1.3354166666666387,8.35166666666661,7.016249999999971
2020-03-24,31.83333333333337,33.131250000000016,39.92499999999998,1.2979166666666444,8.091666666666612,6.793749999999967
2020-03-25,31.866666666666703,32.906250000000014,39.234999999999985,1.0395833333333115,7.3683333333332826,6.328749999999971
2020-03-26,32.70000000000003,32.968750000000014,38.54499999999998,0.26874999999998295,5.844999999999949,5.576249999999966
2020-03-27,33.16666666666669,32.86875000000001,37.91999999999998,-0.29791666666667993,4.753333333333288,5.051249999999968
2020-03-30,32.40000000000003,32.41250000000001,37.20749999999998,0.012499999999981526,4.807499999999955,4.794999999999973
2020-03-31,31.583333333333368,32.093750000000014,36.40499999999999,0.5104166666666465,4.821666666666619,4.311249999999973
2020-04-01,31.28333333333337,31.968750000000018,35.702499999999986,0.6854166666666472,4.419166666666616,3.7337499999999686
2020-04-03,32.41666666666669,32.406250000000014,35.08499999999999,-0.010416666666678509,2.668333333333294,2.6787499999999724
2020-04-06,34.3666666666667,33.04375000000001,34.577499999999986,-1.3229166666666927,0.2108333333332837,1.5337499999999764
2020-04-07,36.000000000000036,33.51875000000001,34.24749999999999,-2.481250000000024,-1.7525000000000475,0.7287499999999767
2020-04-08,37.216666666666704,34.10000000000001,34.02499999999999,-3.1166666666666956,-3.1916666666667126,-0.07500000000001705
2020-04-09,37.55000000000003,34.68750000000001,33.937499999999986,-2.8625000000000256,-3.612500000000047,-0.7500000000000213
2020-04-10,37.5166666666667,35.43750000000001,33.947499999999984,-2.079166666666694,-3.5691666666667174,-1.4900000000000233
2020-04-13,37.250000000000036,36.225,34.054999999999986,-1.025000000000034,-3.19500000000005,-2.170000000000016
2020-04-14,36.85000000000004,36.775,34.23999999999999,-0.07500000000003837,-2.610000000000049,-2.535000000000011
2020-04-15,36.98333333333337,37.15,34.414999999999985,0.16666666666662877,-2.568333333333385,-2.7350000000000136
2020-04-16,37.03333333333337,37.225,34.55249999999999,0.19166666666663446,-2.480833333333379,-2.6725000000000136
2020-04-17,37.33333333333337,37.275,34.75249999999998,-0.05833333333337265,-2.5808333333333877,-2.522500000000015
2020-04-20,37.2666666666667,37.16875,34.952499999999986,-0.0979166666666984,-2.314166666666715,-2.2162500000000165
2020-04-21,36.40000000000004,36.79375,35.147499999999994,0.39374999999996163,-1.2525000000000475,-1.646250000000009
2020-04-22,36.000000000000036,36.706250000000004,35.37749999999999,0.7062499999999687,-0.6225000000000449,-1.3287500000000136
2020-04-23,35.70000000000004,36.587500000000006,35.52749999999999,0.8874999999999673,-0.17250000000004917,-1.0600000000000165
2020-04-24,36.13333333333337,36.525000000000006,35.662499999999994,0.3916666666666373,-0.47083333333337407,-0.8625000000000114
2020-04-27,35.7666666666667,36.25000000000001,35.7675,0.48333333333330586,0.0008333333332970483,-0.4825000000000088
2020-04-28,35.4166666666667,35.98125,35.98,0.564583333333303,0.563333333333297,-0.0012500000000059686
2020-04-29,35.28333333333337,35.75625000000001,36.217499999999994,0.47291666666664156,0.9341666666666271,0.4612499999999855
2020-05-04,35.35000000000003,35.53125000000001,36.37749999999999,0.18124999999997726,1.0274999999999608,0.8462499999999835
2020-05-05,35.40000000000003,35.60625000000001,36.427499999999995,0.20624999999998295,1.0274999999999679,0.8212499999999849
2020-05-06,35.53333333333336,35.58125000000001,36.39249999999999,0.04791666666665151,0.8591666666666313,0.8112499999999798
2020-05-07,36.28333333333337,35.750000000000014,36.41999999999999,-0.5333333333333528,0.13666666666662053,0.6699999999999733
2020-05-08,37.18333333333336,36.000000000000014,36.422499999999985,-1.1833333333333442,-0.7608333333333732,0.422499999999971
2020-05-11,38.01666666666669,36.42500000000001,36.462499999999984,-1.5916666666666757,-1.5541666666667027,0.037499999999973
2020-05-12,38.35000000000003,36.850000000000016,36.54499999999998,-1.5000000000000142,-1.8050000000000495,-0.30500000000003524
2020-05-13,38.88333333333336,37.350000000000016,36.66749999999998,-1.5333333333333456,-2.2158333333333786,-0.682500000000033
2020-05-14,39.28333333333336,37.90000000000001,36.827499999999986,-1.383333333333347,-2.4558333333333735,-1.0725000000000264
2020-05-15,39.300000000000026,38.312500000000014,36.89249999999999,-0.9875000000000114,-2.4075000000000344,-1.420000000000023
2020-05-18,39.06666666666669,38.67500000000001,36.97249999999999,-0.39166666666667993,-2.094166666666702,-1.7025000000000219
2020-05-19,38.86666666666669,38.86875000000001,37.05749999999999,0.002083333333324333,-1.8091666666666981,-1.8112500000000225
2020-05-20,39.05000000000002,39.01250000000001,37.15999999999999,-0.037500000000008527,-1.890000000000029,-1.8525000000000205
