Date,Action,Blue,Category,Change,Close,High,Long,Low,MA20,MA3,MA3_20,MA3_8,MA8,MA8_20,Open,Recommendation,Red,Short,Volume,Yellow
2020-06-01,,17.118749999999977,Doji,0.87,17.45,18.1,False,17.1,16.117499999999996,17.216666666666637,-1.0991666666666404,-0.09791666666665932,17.118749999999977,-1.001249999999981,17.45,,17.216666666666654,False,229560,17.216666666666637
2020-05-29,,16.97499999999998,Down Green,2.37,17.3,17.6,False,17.0,15.997499999999997,17.133333333333304,-1.1358333333333075,-0.15833333333332433,16.97499999999998,-0.9774999999999832,17.0,,17.066666666666652,False,362450,17.133333333333304
2020-05-28,,16.84374999999998,Down Red,-1.74,16.9,17.6,False,16.9,15.882499999999997,16.999999999999968,-1.1174999999999713,-0.15624999999998934,16.84374999999998,-0.961249999999982,17.2,Start Selling,16.999999999999986,False,502180,16.999999999999968
2020-05-27,,16.699999999999978,Down Green,1.78,17.2,17.6,False,17.0,15.794999999999996,16.999999999999968,-1.2049999999999716,-0.29999999999999005,16.699999999999978,-0.9049999999999816,17.0,,16.833333333333318,False,471440,16.999999999999968
2020-05-26,,16.48749999999998,Down Green,0.0,16.9,17.1,False,16.8,15.689999999999998,16.89999999999997,-1.2099999999999724,-0.41249999999999076,16.48749999999998,-0.7974999999999817,16.8,Start Selling,16.733333333333324,False,382380,16.89999999999997
2020-05-25,,16.293749999999978,Short Green,0.0,16.9,17.15,False,16.5,15.61,17.066666666666638,-1.4566666666666386,-0.77291666666666,16.293749999999978,-0.6837499999999785,16.7,Start Buying,16.59999999999999,False,389240,17.066666666666638
2020-05-22,,16.087499999999977,Short Green,-2.87,16.9,17.5,False,16.55,15.530000000000001,16.866666666666635,-1.336666666666634,-0.7791666666666579,16.087499999999977,-0.5574999999999761,16.7,Start Buying,16.433333333333323,False,641700,16.866666666666635
2020-05-21,,15.881249999999977,Full Green,6.75,17.4,17.4,False,16.3,15.455000000000002,16.649999999999967,-1.1949999999999648,-0.76874999999999,15.881249999999977,-0.4262499999999747,16.4,Start Buying,16.133333333333322,False,968450,16.649999999999967
2020-05-20,,15.631249999999977,Short Green,0.31,16.3,16.6,False,16.05,15.342500000000001,16.09999999999997,-0.7574999999999683,-0.4687499999999929,15.631249999999977,-0.2887499999999754,16.2,Start Buying,15.799999999999988,False,363970,16.09999999999997
2020-05-19,,15.499999999999975,Down Green,3.17,16.25,16.45,False,15.8,15.2875,15.833333333333302,-0.5458333333333023,-0.3333333333333268,15.499999999999975,-0.2124999999999755,15.8,,15.499999999999986,False,430260,15.833333333333302
2020-05-18,,15.356249999999974,Green,1.61,15.75,15.75,False,15.3,15.235,15.533333333333303,-0.2983333333333036,-0.1770833333333286,15.356249999999974,-0.12124999999997499,15.4,,15.249999999999986,False,518890,15.533333333333303
2020-05-15,,15.262499999999974,Green,0.98,15.5,15.6,False,15.25,15.204999999999998,15.366666666666637,-0.16166666666663865,-0.10416666666666252,15.262499999999974,-0.057499999999976126,15.3,,15.199999999999987,False,436860,15.366666666666637
2020-05-14,,15.199999999999976,Down Green,0.66,15.35,15.45,False,15.05,15.187499999999996,15.283333333333303,-0.09583333333330657,-0.08333333333332682,15.199999999999976,-0.01249999999997975,15.05,Start Selling,15.216666666666653,False,739600,15.283333333333303
2020-05-13,,15.162499999999977,Doji,0.0,15.25,15.3,False,14.2,15.177499999999995,15.299999999999969,-0.12249999999997385,-0.13749999999999218,15.162499999999977,0.015000000000018332,15.25,Start Selling,15.33333333333332,False,500730,15.299999999999969
2020-05-12,,15.131249999999977,Red,-0.97,15.25,15.45,False,15.0,15.174999999999994,15.299999999999969,-0.12499999999997513,-0.16874999999999218,15.131249999999977,0.04375000000001705,15.35,,15.266666666666653,False,209410,15.299999999999969
2020-05-11,,15.118749999999977,Doji,0.98,15.4,15.5,False,15.15,15.169999999999993,15.24999999999997,-0.07999999999997698,-0.13124999999999254,15.118749999999977,0.05125000000001556,15.4,,15.199999999999987,False,186110,15.24999999999997
2020-05-08,,15.081249999999978,Down Green,0.99,15.25,15.55,False,15.05,15.159999999999993,15.116666666666637,0.043333333333356094,-0.035416666666659324,15.081249999999978,0.07875000000001542,15.05,,15.066666666666654,False,463060,15.116666666666637
2020-05-07,,15.087499999999975,Up Red,0.67,15.1,15.15,False,14.85,15.157499999999994,15.033333333333303,0.12416666666669052,0.05416666666667247,15.087499999999975,0.07000000000001805,15.15,Continue Watching,15.066666666666654,False,222720,15.033333333333303
2020-05-06,,15.112499999999976,Up Doji,0.0,15.0,15.0,False,14.8,15.177499999999991,15.016666666666637,0.16083333333335403,0.09583333333333854,15.112499999999976,0.06500000000001549,15.0,Continue Watching,14.949999999999989,False,823590,15.016666666666637
2020-05-05,,15.162499999999977,Up Red,-0.33,15.0,15.05,False,14.7,15.202499999999992,15.016666666666637,0.1858333333333544,0.14583333333333925,15.162499999999977,0.040000000000015135,15.05,Continue Watching,14.949999999999989,False,490590,15.016666666666637
2020-05-04,,15.181249999999979,Down Green,0.33,15.05,15.1,False,14.8,15.212499999999991,15.066666666666636,0.14583333333335524,0.11458333333334281,15.181249999999979,0.031250000000012434,14.8,Continue Watching,14.933333333333321,False,284550,15.066666666666636
2020-04-29,,15.19999999999998,Doji,-0.99,15.0,15.15,False,14.9,15.21999999999999,15.083333333333306,0.13666666666668448,0.11666666666667425,15.19999999999998,0.020000000000010232,15.0,Continue Watching,15.033333333333323,False,443860,15.083333333333306
2020-04-28,,15.22499999999998,Green,0.33,15.15,15.15,False,14.85,15.20249999999999,15.183333333333303,0.019166666666686538,0.04166666666667673,15.22499999999998,-0.022499999999990195,15.0,Start Selling,15.083333333333321,False,223530,15.183333333333303
2020-04-27,,15.22499999999998,Doji,-1.31,15.1,15.3,False,14.85,15.22999999999999,15.233333333333304,-0.0033333333333143145,-0.008333333333323978,15.22499999999998,0.005000000000009663,15.1,Start Selling,15.283333333333323,False,438480,15.233333333333304
2020-04-24,,15.231249999999982,Down Green,0.0,15.3,15.4,False,15.15,15.259999999999987,15.333333333333302,-0.0733333333333146,-0.10208333333332043,15.231249999999982,0.028750000000005826,15.15,,15.23333333333332,False,191720,15.333333333333302
